ROI,movie_title,plot,plot_sentiment_score,plot_keywords,genre,release_date,duration,director_name,actor_1,actor_1_followers,actor_2,actor_2_followers,actor_3,actor_3_followers,IMDB_Score,num_IMDB_reviews,metacritic_score,budget,gross,language,country,rating,aspect_ratio
0,Zookeeper,A group of zoo animals decide to break their code of silence in order to help their lovable zoo keeper find love -- without opting to leave his current job for something more illustrious.,1,champagne bottle|coca cola|jewelry box|red bull|zoo,Comedy Family Romance,8-Jul-11,102,Frank Coraci,Rosario Dawson,609542,Leslie Bibb,33463,Nicholas Turturro,0,5.2,46335,30,80000000,80000000,English,USA,PG,2.35
-0.14,Lost in Space,The Robinson family was going into space to fight for a chance for humanity. Now they are fighting to live long enough to find a way home.,2,based on tv series|remake|robot|scientist|spaceship,Action Adventure Family,3-Apr-98,130,Stephen Hopkins,Gary Oldman,0,William Hurt,0,June Lockhart,0,5.1,59955,42,80000000,80000000,English,USA,PG-13,2.35
-0.18,The Manchurian Candidate,In the midst of the Gulf War soldiers are kidnapped and brainwashed for sinister purposes.,1,brainwashed assassin|conspiracy|critically acclaimed|mother son relationship|soldier,Drama Mystery Sci-Fi,30-Jul-04,129,Jonathan Demme,Denzel Washington,9519,Dorian Missick,0,Jose Pablo Cantillo,13405,6.6,88480,76,80000000,80000000,English,USA,R,1.85
?,DÃ©jÃ  Vu,L.A. shop owner Dana and Englishman Sean meet and fall in love at first sight but Sean is married and Dana is to marry her business partner Alex.,2,american|love|pin|ruby|stranger,Drama Romance,22-Apr-98,117,Henry Jaglom,Vanessa Redgrave,0,Stephen Dillane,0,Michael Brandon,6062,7.1,676,?,?,?,English,USA,PG-13,1.85
1.12,Hotel Transylvania 2,Dracula and his friends try to bring out the monster in his half human half vampire grandson in order to keep Mavis from leaving the hotel.,1,california|dracula|hotel|transylvania|vampire,Animation Comedy Family,25-Sep-15,89,Genndy Tartakovsky,Steve Buscemi,0,Adam Sandler,2082811,Fran Drescher,224563,6.7,65665,44,80000000,80000000,English,USA,PG,1.85
?,Bewitched,A witch married to an ordinary man cannot resist using her magic powers to solve the problems her family faces.,1,connecticut|magic|marriage|witch|witchcraft,Comedy Family Fantasy,17-Sep-64,25,?,Elizabeth Montgomery,1260,Agnes Moorehead,0,Dick York,0,7.6,11980,?,?,?,English,USA,TV-G,4
-0.24,Fantasia 2000,An update of the original film with new interpretations of great works of classical music.,3,abstract|ark|disney|fairy tale|piano,Animation Comedy Family,16-Jun-00,74,James Algar,Quincy Jones,541599,Penn Jillette,2056295,Russi Taylor,0,7.2,28497,59,80000000,80000000,English,USA,G,1.78
-0.29,The Time Machine,Hoping to alter the events of the past a 19th century inventor instead travels 800000 years into the future where he finds humankind divided into two warring races.,1,hunter|scientist|time machine|time travel|time travel romance,Sci-Fi Adventure Action,8-Mar-02,96,Simon Wells,Mark Addy,0,Alan Young,0,Josh Stamberg,1498,5.9,106028,42,80000000,80000000,English,USA,PG-13,2.35
-0.44,Mighty Joe Young,A legendary fifteen-foot tall mountain gorilla named Joe is taken to an animal sanctuary in California by a zoologist and a young woman whom he grew up with. A poacher from the past returns to seek vengeance on him.,1,animal|california|gorilla|hunter|poacher,Action Adventure Family,25-Dec-98,114,Ron Underwood,Charlize Theron,511274,Mika Boorem,0,David Paymer,0,5.6,23432,?,90000000,90000000,English,USA,PG,1.85
-0.13,Swordfish,A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him.,1,computer|secret agent|terrorism|told in flashback|wearing a sound wire,Action Crime Thriller,8-Jun-01,99,Dominic Sena,Hugh Jackman,7723851,Don Cheadle,469838,Sam Shepard,0,6.5,158755,32,80000000,80000000,English,USA,R,2.35
-0.4,The Legend of Zorro,Despite trying to keep his swashbuckling to a minimum a threat to California's pending statehood causes the adventure-loving Alejandro de la Vega (Banderas) -- and his wife Elena (Zeta-Jones) -- to take action.,1,california|fight|hero|mask|zorro,Action Adventure Western,28-Oct-05,129,Martin Campbell,Michael Emerson,29954,Nick Chinlund,0,Adrian Alonso,0,5.9,74800,47,75000000,75000000,Spanish,USA,PG,2.35
-0.35,What Dreams May Come,After he dies in a car crash a man searches heaven and hell for his beloved wife.,1,heaven|hell|soul|soul mate|suicide,Drama Fantasy Romance,2-Oct-98,113,Vincent Ward,Robin Williams,55829,Annabella Sciorra,4187,Rosalind Chao,2016,7,86186,44,85000000,85000000,English,USA,PG-13,2.35
-0.51,Little Nicky,After two of the devil's three sons escape Hell to wreak havoc on Earth the devil must send his third son the mild-mannered Nicky to bring them back before it's too late.,1,angel|devil|flask|hell|the devil,Comedy Fantasy,10-Nov-00,90,Steven Brill,Adam Sandler,2082811,Jon Lovitz,100507,Michael McKean,165905,5.3,82700,38,80000000,80000000,English,USA,PG-13,1.85
-0.57,The Brothers Grimm,Will and Jake Grimm are traveling con-artists who encounter a genuine fairy-tale curse which requires true courage instead of their usual bogus exorcisms.,3,creature|curse|exorcism|girl|village,Action Adventure Comedy,26-Aug-05,118,Terry Gilliam,Matt Damon,0,Heath Ledger,0,Mackenzie Crook,0,5.9,100498,51,88000000,88000000,English,USA,PG-13,1.85
-0.46,Mars Attacks!,Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,1,alien|general|martian|president|weapon,Comedy Sci-Fi,13-Dec-96,106,Tim Burton,Natalie Portman,0,Martin Short,1677,Lukas Haas,0,6.3,177323,52,70000000,70000000,English,USA,PG-13,2.35
?,Evolution,The only residents of young Nicholas' sea-side town are women and boys. When he sees a corpse in the ocean one day he begins to question his existence and surroundings. Why must he and all the other boys be hospitalised?,2,boy|giving birth|nurse|sea|ultrasonography,Horror Mystery,25-Nov-16,81,Lucile Hadzihalilovic,Nissim Renard,0,Roxane Duran,0,Julie-Marie Parmentier,0,6.1,2558,77,?,?,French,France,NOT RATED,2.35
?,The Edge,An intellectual billionaire and two lesser men struggle to band together and survive after getting stranded in the Alaskan wilderness with a blood-thirsty Kodiak Bear hunting them down.,2,bear|billionaire|crash|survival tactics|wilderness,Action Adventure Drama,26-Sep-97,117,Lee Tamahori,Anthony Hopkins,112667,Harold Perrineau,38342,Bart the Bear,0,6.9,57701,?,?,?,English,USA,R,2.35
-0.52,Surrogates,Set in a futuristic world where humans live in isolation and interact through surrogate robots a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.,1,android|fbi agent|future|murder|robot,Action Sci-Fi Thriller,25-Sep-09,89,Jonathan Mostow,Bruce Willis,156698,Devin Ratray,0,Boris Kodjoe,554816,6.3,153773,45,80000000,80000000,English,USA,PG-13,2.35
-0.57,Thirteen Days,A dramatization of the Kennedy administration's struggle to contain the Cuban Missile Crisis in October 1962.,3,blockade|crisis|cuba|missile|president,Drama History Thriller,12-Jan-01,145,Roger Donaldson,Bruce Greenwood,0,Jon Foster,0,Bruce Thomas,0,7.3,46238,67,80000000,80000000,English,USA,PG-13,1.85
-0.59,Daylight,Disaster in a New York tunnel as explosions collapse both ends of it. One hero tries to help the people inside find their way to safety.,1,collapsing tunnel|explosion|new jersey|tunnel|weimaraner,Action Adventure Drama,6-Dec-96,114,Rob Cohen,Sylvester Stallone,2040611,Viggo Mortensen,0,Amy Brenneman,102370,5.8,54814,?,80000000,80000000,English,USA,PG-13,1.85
-0.55,Walking with Dinosaurs 3D,See and feel what it was like when dinosaurs ruled the Earth in a story where an underdog dino triumphs to become a hero for the ages.,3,brother|dinosaur|head butt|hero|orphan,Animation Adventure Family,20-Dec-13,87,Barry Cook,Charlie Rowe,50485,Tiya Sircar,19779,Madison Rothschild,0,5.2,9236,37,80000000,80000000,English,USA,PG,2.35
-0.51,Battlefield Earth,After enslavement and near extermination by an alien race in the year 3000 humanity begins to fight back.,1,alien|bad acting|pulp fiction|resistance fighter|voyager golden record,Action Adventure Sci-Fi,12-May-00,118,Roger Christian,Richard Tyson,0,Michael Byrne,1284,John Topor,0,2.4,66765,9,44000000,44000000,English,USA,PG-13,2.35
-0.74,Looney Tunes: Back in Action,The Looney Tunes search for a man's missing father and the mythical Blue Monkey diamond.,2,diamond|duck|monkey|spy|stuntman,Animation Action Adventure,14-Nov-03,91,Joe Dante,Brendan Fraser,564,Jenna Elfman,120726,Heather Locklear,0,5.7,25426,64,80000000,80000000,English,Germany,PG,2.35
-0.75,Nine,Famous film director Guido Contini struggles to find harmony in his professional and personal lives as he engages in dramatic relationships with his wife his mistress his muse his agent and his mother.,1,based on stage musical based on film|child abuse|film director|italian|mistress,Drama Musical Romance,25-Dec-09,118,Rob Marshall,Fergie,3780929,Elio Germano,0,Andrea Di Stefano,0,5.8,38186,49,80000000,80000000,English,USA,PG-13,2.35
-0.76,Timeline,A group of archaeologists become trapped in the past when they go there to retrieve a friend. The group must survive in 14th century France before they can escape back to the 21st Century.,2,castle|france|professor|student|time machine,Action Adventure Sci-Fi,26-Nov-03,116,Richard Donner,Paul Walker,2638594,Gerard Butler,449831,Ethan Embry,29026,5.6,54026,28,80000000,80000000,English,USA,PG-13,2.35
-0.78,The Postman,A nameless drifter dons a postman's uniform and bag of mail as he begins a quest to inspire hope to the survivors living in post-apocalyptic America.,1,drifter|escape|hope|postman|usa,Action Adventure Drama,25-Dec-97,177,Kevin Costner,Olivia Williams,0,Brian Anthony Wilson,0,Larenz Tate,313130,6,57801,29,80000000,80000000,English,USA,R,2.35
-0.77,Babe: Pig in the City,Babe fresh from his victory in the sheepherding contest returns to Farmer Hoggett's farm but after Farmer Hoggett is injured and unable to work Babe has to go to the big city to save the farm.,1,animal|farm|farmer|hotel|pig,Adventure Comedy Drama,25-Nov-98,97,George Miller,Adam Goldberg,26480,Elizabeth Daily,11284,Glenne Headly,0,5.8,25725,?,80000000,80000000,English,Australia,G,1.85
-0.7,The Last Witch Hunter,The last witch hunter is all that stands between humanity and the combined forces of the most horrifying witches in history.,1,box office flop|burned to death|magic|witch|witch hunter,Action Adventure Fantasy,23-Oct-15,106,Breck Eisner,Vin Diesel,42221,Joseph Gilgun,1774,Lotte Verbeek,43495,6,67905,34,90000000,90000000,English,USA,PG-13,2.35
-0.75,Red Planet,Astronauts and their robotic dog AMEE (Autonomous Mapping Evaluation and Evasion) search for solutions to save a dying Earth by searching on Mars only to have the mission go terribly awry.,1,astronaut|mars|robot|robot as menace|survival,Action Sci-Fi Thriller,10-Nov-00,106,Antony Hoffman,Bob Neill,4265,Val Kilmer,186736,Tom Sizemore,14349,5.7,48532,34,70000000,70000000,English,USA,PG-13,2.35
-0.82,Arthur and the Invisibles,Ten-year-old Arthur in a bid to save his grandfather's house from being demolished goes looking for some much-fabled hidden treasure in the land of the Minimoys a tiny people living in harmony with nature.,1,boy|debt|garden|princess|treasure,Animation Adventure Family,12-Jan-07,94,Luc Besson,Mia Farrow,767069,Adam LeFevre,0,Penny Balfour,0,6,26635,39,86000000,86000000,English,France,PG,2.35
-0.51,Oceans,An ecological drama/documentary filmed throughout the globe. Part thriller part meditation on the vanishing wonders of the sub-aquatic world.,3,damselfish|ocean habitat|ocean life|razorfish|spider crab,Documentary Drama,22-Apr-10,84,Jacques Perrin,Pedro ArmendÃ¡riz Jr.,0,Jacques Perrin,0,Rie Miyazawa,0,7.8,7850,75,40000000,40000000,French,France,G,2.35
-0.96,A Sound of Thunder,When a scientist sent back to the prehistoric era strays off the path he causes a chain of events that alters history in disastrous ways.,1,butterfly|hunter|time|time travel|wave,Action Adventure Horror,2-Sep-05,101,Peter Hyams,David Oyelowo,1922,Catherine McCormack,0,Jemima Rooper,10699,4.2,16755,24,52000000,52000000,English,UK,PG-13,2.35
-0.71,Pompeii,A slave-turned-gladiator finds himself in a race against time to save his true love who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts he must fight to save his beloved as Pompeii crumbles around him.,1,arena|lava bomb|mount vesuvius|pompeii|slave,Action Adventure Drama,21-Feb-14,105,Paul W.S. Anderson,Sasha Roiz,94906,Currie Graham,23146,Dylan Schombing,0,5.6,87892,39,80000000,80000000,English,Canada,PG-13,2.35
?,Top Cat Begins,Top Cat has arrived to charm his way into your hearts. Ever wonder how this scheming feline got his start? Well Top Cat Begins reveals the origins of everything you know and love about this...,3,?,Animation Family,30-Oct-15,89,AndrÃ©s Couturier,Sariann Monaco,0,David Hoffman,0,Ben Diskin,6297,4.3,277,?,8000000,?,Spanish,Mexico,PG,?
1.94,A Beautiful Mind,After John Nash a brilliant but asocial mathematician accepts secret work in cryptography his life takes a turn for the nightmarish.,1,conspiracy|cryptography|mathematician|mental illness|nobel prize,Biography Drama,4-Jan-02,135,Ron Howard,Adam Goldberg,26480,Austin Pendleton,0,Judd Hirsch,0,8.2,645275,72,58000000,58000000,English,USA,PG-13,1.85
8.4,The Lion King,Lion cub and future king Simba searches for his identity. His eagerness to please others and penchant for testing his boundaries sometimes gets him into trouble.,3,king|prince|scar|uncle|unnecessary guilt,Animation Adventure Drama,24-Jun-94,88,Roger Allers,Matthew Broderick,0,Nathan Lane,0,Niketa Calame,0,8.5,682450,83,45000000,45000000,English,USA,G,1.66
0.31,Journey 2: The Mysterious Island,Sean Anderson partners with his mom's husband on a mission to find his grandfather who is thought to be missing on a mythical island.,2,gold|hurricane|island|mountain|mysterious island,Action Adventure Comedy,10-Feb-12,94,Brad Peyton,Josh Hutcherson,2990049,Dwayne Johnson,11000997,Kristin Davis,257114,5.8,70337,41,79000000,79000000,English,USA,PG,1.85
0.54,Cloudy with a Chance of Meatballs 2,Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational and is churning out menacing food-animal hybrids.,1,food|inventor|island|orangutan|scientist,Animation Adventure Comedy,27-Sep-13,95,Cody Cameron,Will Forte,165769,Khamani Griffin,0,Melissa Sturm,0,6.5,67658,59,78000000,78000000,English,USA,PG,2.35
0.19,Red Dragon,A retired FBI agent with psychological gifts is assigned to help track down The Tooth Fairy a mysterious serial killer; aiding him is imprisoned criminal genius Hannibal The Cannibal Lecter.,1,criminal profile|fbi agent|madman|tabloid reporter|tragic villain,Crime Drama Thriller,4-Oct-02,124,Brett Ratner,Philip Seymour Hoffman,414,Anthony Hopkins,112666,Emily Watson,34332,7.2,209324,60,78000000,78000000,English,Germany,R,2.35
-0.33,Hidalgo,In 1890 a down-and-out cowboy and his horse travel to Arabia to compete in a deadly cross desert horse race.,1,arab|cowboy|horse|race|sheik,Action Adventure Western,5-Mar-04,136,Joe Johnston,J.K. Simmons,180,Viggo Mortensen,0,Peter Mensah,28869,6.7,69112,54,100000000,100000000,English,USA,PG-13,2.35
-0.06,Jack and Jill,Family guy Jack Sadelstein prepares for the annual event he dreads: the Thanksgiving visit of his twin sister the needy and passive-aggressive Jill who then refuses to leave.,1,advertising|advertising executive|commercial|protective male|twins,Comedy,11-Nov-11,91,Dennis Dugan,Al Pacino,0,Adam Sandler,2082810,Tim Meadows,0,3.4,62635,23,79000000,79000000,English,USA,PG,1.85
